<<<<<<< HEAD
﻿SA2 CODE 2018,SA2 2018,DHB,ETHNICITY, POPULATION , FIRST DOSE , SECOND DOSE , FIRST DOSE UPTAKE , SECOND DOSE UPTAKE 
200500,Glenholme North,Lakes,Maori,794,642,499, 809 , 628 
200500,Glenholme North,Lakes,Pacific Peoples,100,83,75, 830 , 750 
200600,Springfield South,Lakes,Maori,291,248,209, 852 , 718 
200700,Springfield North,Lakes,Maori,255,Masked,230, >950 , 902 
200800,Glenholme South,Lakes,Maori,316,285,247, 902 , 782 
200900,Owhata West,Lakes,Maori,1056,830,675, 786 , 639 
200900,Owhata West,Lakes,Pacific Peoples,51,46,42, 902 , 824 
201000,Holdens Bay-Rotokawa,Lakes,Maori,405,318,255, 785 , 630 
201100,Ngapuna,Lakes,Maori,264,221,155, 837 , 587 
201200,Fenton Park,Lakes,Maori,429,401,335, 935 , 781 
201200,Fenton Park,Lakes,Pacific Peoples,48,44,41, 917 , 854 
201300,Tihiotonga-Whakarewarewa,Lakes,Maori,238,206,176, 866 , 739 
201400,Owhata East,Lakes,Maori,921,787,653, 855 , 709 
201400,Owhata East,Lakes,Pacific Peoples,55,Masked,51, >950 , 927 
201500,Lynmore,Lakes,Maori,364,331,290, 909 , 797 
201500,Lynmore,Lakes,Pacific Peoples,40,24,22, 600 , 550 
201600,Ngakuru,Lakes,Maori,195,174,144, 892 , 738 
201700,Kaingaroa-Whakarewarewa,Lakes,Maori,414,291,232, 703 , 560 
201800,Golden Springs,Lakes,Maori,314,256,204, 815 , 650 
201900,Manawahe,Bay of Plenty,Maori,184,154,113, 837 , 614 
202000,Matata-Otakiri,Bay of Plenty,Maori,473,370,302, 782 , 638 
202100,Onepu Spring,Bay of Plenty,Maori,380,308,253, 811 , 666 
202200,Edgecumbe,Bay of Plenty,Maori,621,507,406, 816 , 654 
202300,Thornton-Awakeri,Bay of Plenty,Maori,609,497,410, 816 , 673 
202400,Te Teko Lakes,Bay of Plenty,Maori,1103,855,633, 775 , 574 
202500,Coastlands,Bay of Plenty,Maori,611,500,417, 818 , 682 
202600,Whakatane West,Bay of Plenty,Maori,1352,979,749, 724 , 554 
202600,Whakatane West,Bay of Plenty,Pacific Peoples,47,43,34, 915 , 723 
202700,Whakatane Central,Bay of Plenty,Maori,1080,850,685, 787 , 634 
202700,Whakatane Central,Bay of Plenty,Pacific Peoples,54,46,44, 852 , 815 
202800,Trident,Bay of Plenty,Maori,1168,802,586, 687 , 502 
202900,Allandale,Bay of Plenty,Maori,766,572,463, 747 , 604 
202900,Allandale,Bay of Plenty,Pacific Peoples,40,30,25, 750 , 625 
203000,Mokorua Bush,Bay of Plenty,Maori,142,127,108, 894 , 761 
203100,Wainui ,Bay of Plenty,Maori,713,509,403, 714 , 565 
203200,Ohope,Bay of Plenty,Maori,343,288,258, 840 , 752 
203400,Galatea,Bay of Plenty,Maori,477,369,283, 774 , 593 
203500,Waingarara-Waimana,Bay of Plenty,Maori,1424,1019,749, 716 , 526 
203600,Murupara,Bay of Plenty,Maori,1209,711,509, 588 , 421 
203700,Monika Reserve,Bay of Plenty,Maori,1407,1147,884, 815 , 628 
203900,Tarawera Park,Bay of Plenty,Maori,1989,1489,1098, 749 , 552 
203900,Tarawera Park,Bay of Plenty,Pacific Peoples,61,42,34, 689 , 557 
204100,Waiotahi,Bay of Plenty,Maori,457,385,314, 842 , 687 
204200,Cape Runaway,Bay of Plenty,Maori,828,Masked,723, >950 , 873 
204300,Woodlands,Bay of Plenty,Maori,330,269,231, 815 , 700 
204400,Opotiki,Bay of Plenty,Maori,2146,1486,1127, 692 , 525 
204400,Opotiki,Bay of Plenty,Pacific Peoples,57,Masked,Masked, >950 , >950 
204500,Otara-Tirohanga ,Bay of Plenty,Maori,476,350,292, 735 , 613 
204600,Oponae,Bay of Plenty,Maori,130,95,80, 731 , 615 
204700,East Cape,Tairawhiti,Maori,951,802,716, 843 , 753 
204800,Waipaoa,Tairawhiti,Maori,816,658,540, 806 , 662 
204900,Ruatoria-Raukumara,Tairawhiti,Maori,902,726,597, 805 , 662 
205000,Tokomaru,Tairawhiti,Maori,622,561,501, 902 , 805 
205100,Hangaroa,Tairawhiti,Maori,418,346,284, 828 , 679 
205200,Wharekaka,Tairawhiti,Maori,872,805,669, 923 , 767 
205300,Te Arai,Tairawhiti,Maori,535,458,394, 856 , 736 
205400,Hexton,Tairawhiti,Maori,479,419,351, 875 , 733 
205400,Hexton,Tairawhiti,Pacific Peoples,61,Masked,Masked, >950 , >950 
205500,Lytton,Tairawhiti,Maori,216,180,162, 833 , 750 
205600,Makaraka-Awapuni,Tairawhiti,Maori,333,265,216, 796 , 649 
205700,Riverdale,Tairawhiti,Maori,380,335,297, 882 , 782 
205800,Te Hapara North,Tairawhiti,Maori,627,525,444, 837 , 708 
205800,Te Hapara North,Tairawhiti,Pacific Peoples,64,57,55, 891 , 859 
205900,Mangapapa North,Tairawhiti,Maori,535,434,357, 811 , 667 
206000,Elgin,Tairawhiti,Maori,1403,1091,806, 778 , 574 
206000,Elgin,Tairawhiti,Pacific Peoples,79,Masked,64, >950 , 810 
206100,Te Hapara South,Tairawhiti,Maori,953,757,565, 794 , 593 
206100,Te Hapara South,Tairawhiti,Pacific Peoples,81,70,63, 864 , 778 
206200,Mangapapa East,Tairawhiti,Maori,333,282,235, 847 , 706 
206300,Mangapapa South,Tairawhiti,Maori,789,602,490, 763 , 621 
206300,Mangapapa South,Tairawhiti,Pacific Peoples,40,Masked,37, >950 , 925 
206400,Te Hapara East,Tairawhiti,Maori,719,602,504, 837 , 701 
206400,Te Hapara East,Tairawhiti,Pacific Peoples,58,47,42, 810 , 724 
206500,Centennial Crescent,Tairawhiti,Maori,711,583,464, 820 , 653 
206500,Centennial Crescent,Tairawhiti,Pacific Peoples,48,Masked,43, >950 , 896 
206600,Whataupoko East,Tairawhiti,Maori,277,Masked,225, >950 , 812 
206700,Whataupoko West,Tairawhiti,Maori,448,382,318, 853 , 710 
206800,Gisborne Central,Tairawhiti,Maori,104,82,62, 788 , 596 
206900,Kaiti North,Tairawhiti,Maori,693,618,538, 892 , 776 
207000,Kaiti South,Tairawhiti,Maori,1683,1297,1022, 771 , 607 
207000,Kaiti South,Tairawhiti,Pacific Peoples,158,Masked,Masked, >950 , >950 
207100,Outer Kaiti,Tairawhiti,Maori,1589,1230,917, 774 , 577 
207100,Outer Kaiti,Tairawhiti,Pacific Peoples,74,Masked,61, >950 , 824 
207200,Tamarau,Tairawhiti,Maori,1493,1198,976, 802 , 654 
207200,Tamarau,Tairawhiti,Pacific Peoples,49,46,39, 939 , 796 
207300,Wainui-Okitu,Tairawhiti,Maori,232,199,179, 858 , 772 
207400,Maungataniwha-Raupunga,Hawke's Bay,Maori,436,336,272, 771 , 624 
207600,Frasertown-Ruakituri,Hawke's Bay,Maori,249,210,180, 843 , 723 
207700,Whakaki,Hawke's Bay,Maori,382,358,305, 937 , 798 
207800,Wairoa,Hawke's Bay,Maori,2410,1935,1658, 803 , 688 
207800,Wairoa,Hawke's Bay,Pacific Peoples,57,47,44, 825 , 772 
207900,Mahia,Hawke's Bay,Maori,481,439,375, 913 , 780 
208000,Puketitiri-Tutira,Hawke's Bay,Maori,282,246,186, 872 , 660 
208100,Sherenden-Crownthorpe,Hawke's Bay,Maori,80,Masked,65, >950 , 813 
208200,Maraekakaho,Hawke's Bay,Maori,100,Masked,89, >950 , 890 
208300,Puketapu-Eskdale,Hawke's Bay,Maori,266,234,209, 880 , 786 
208400,Omahu-Pakowhai,Hawke's Bay,Maori,448,368,285, 821 , 636 
208400,Omahu-Pakowhai,Hawke's Bay,Pacific Peoples,41,Masked,Masked, >950 , >950 
208500,Bridge Pa,Hawke's Bay,Maori,514,422,340, 821 , 661 
208600,Twyford,Hawke's Bay,Maori,130,109,81, 838 , 623 
208700,Poukawa,Hawke's Bay,Maori,256,213,181, 832 , 707 
208800,Flaxmere West,Hawke's Bay,Maori,1224,932,665, 761 , 543 
208800,Flaxmere West,Hawke's Bay,Pacific Peoples,504,438,361, 869 , 716 
209000,Lochain Park,Hawke's Bay,Maori,1330,972,721, 731 , 542 
209000,Lochain Park,Hawke's Bay,Pacific Peoples,429,379,316, 883 , 737 
209100,Flaxmere Park,Hawke's Bay,Maori,1189,946,767, 796 , 645 
209100,Flaxmere Park,Hawke's Bay,Pacific Peoples,299,Masked,251, >950 , 839 
209200,Flaxmere South,Hawke's Bay,Maori,1245,921,699, 740 , 561 
209200,Flaxmere South,Hawke's Bay,Pacific Peoples,373,334,284, 895 , 761 
209400,Frimley,Hawke's Bay,Maori,289,256,216, 886 , 747 
209400,Frimley,Hawke's Bay,Pacific Peoples,71,Masked,Masked, >950 , >950 
209500,Camberley,Hawke's Bay,Maori,912,704,507, 772 , 556 
209500,Camberley,Hawke's Bay,Pacific Peoples,300,266,232, 887 , 773 
209600,Clive,Hawke's Bay,Maori,333,288,245, 865 , 736 
209600,Clive,Hawke's Bay,Pacific Peoples,40,Masked,Masked, >950 , >950 
209700,St Leonards,Hawke's Bay,Maori,482,373,310, 774 , 643 
209700,St Leonards,Hawke's Bay,Pacific Peoples,104,98,82, 942 , 788 
209800,Mahora,Hawke's Bay,Maori,392,336,279, 857 , 712 
209800,Mahora,Hawke's Bay,Pacific Peoples,131,113,100, 863 , 763 
209900,Raureka,Hawke's Bay,Maori,705,554,405, 786 , 574 
209900,Raureka,Hawke's Bay,Pacific Peoples,200,Masked,167, >950 , 835 
210000,Cornwall Park,Hawke's Bay,Maori,611,464,376, 759 , 615 
210000,Cornwall Park,Hawke's Bay,Pacific Peoples,104,Masked,83, >950 , 798 
210100,Tomoana,Hawke's Bay,Maori,117,98,79, 838 , 675 
210200,Longlands-Pukahu,Hawke's Bay,Maori,280,224,183, 800 , 654 
210300,Raceway Park,Hawke's Bay,Maori,334,292,239, 874 , 716 
210300,Raceway Park,Hawke's Bay,Pacific Peoples,89,Masked,Masked, >950 , >950 
210400,Karamu,Hawke's Bay,Maori,393,344,269, 875 , 684 
210500,Hastings Central,Hawke's Bay,Maori,99,81,65, 818 , 657 
210600,Tomoana Crossing,Hawke's Bay,Maori,477,392,328, 822 , 688 
210600,Tomoana Crossing,Hawke's Bay,Pacific Peoples,74,Masked,63, >950 , 851 
210700,Akina Park,Hawke's Bay,Maori,482,383,316, 795 , 656 
210700,Akina Park,Hawke's Bay,Pacific Peoples,61,57,52, 934 , 852 
210800,Queens Square,Hawke's Bay,Maori,334,284,242, 850 , 725 
210800,Queens Square,Hawke's Bay,Pacific Peoples,48,Masked,40, >950 , 833 
210900,Mayfair,Hawke's Bay,Maori,865,650,515, 751 , 595 
210900,Mayfair,Hawke's Bay,Pacific Peoples,132,Masked,107, >950 , 811 
211000,Parkhaven,Hawke's Bay,Maori,523,447,343, 855 , 656 
211000,Parkhaven,Hawke's Bay,Pacific Peoples,77,73,64, 948 , 831 
211100,Parkvale,Hawke's Bay,Maori,271,237,192, 875 , 708 
211200,Mangateretere,Hawke's Bay,Maori,90,79,67, 878 , 744 
211300,Haumoana-Te Awanga,Hawke's Bay,Maori,260,207,172, 796 , 662 
211400,Lucknow,Hawke's Bay,Maori,323,259,209, 802 , 647 
211500,Karanema-St Hill,Hawke's Bay,Maori,94,88,77, 936 , 819 
211600,Havelock North-Central,Hawke's Bay,Maori,40,30,28, 750 , 700 
211700,Brookvale,Hawke's Bay,Maori,91,78,71, 857 , 780 
211800,Iona,Hawke's Bay,Maori,149,132,113, 886 , 758 
211900,Hereworth,Hawke's Bay,Maori,109,93,86, 853 , 789 
212100,Havelock Hills,Hawke's Bay,Maori,57,Masked,Masked, >950 , >950 
212200,Kahuranaki,Hawke's Bay,Maori,222,193,166, 869 , 748 
212300,Bay View,Hawke's Bay,Maori,267,232,199, 869 , 745 
212400,Poraiti Hills,Hawke's Bay,Maori,53,Masked,48, >950 , 906 
212500,Poraiti Flat,Hawke's Bay,Maori,84,Masked,Masked, >950 , >950 
212600,Westshore,Hawke's Bay,Maori,143,121,97, 846 , 678 
212800,Onekawa West,Hawke's Bay,Maori,40,24,21, 600 , 525 
212900,Ahuriri,Hawke's Bay,Maori,102,83,64, 814 , 627 
213000,Taradale West,Hawke's Bay,Maori,101,90,79, 891 , 782 
213100,Greenmeadows West,Hawke's Bay,Maori,79,Masked,73, >950 , 924 
213200,Taradale South,Hawke's Bay,Maori,231,192,172, 831 , 745 
213300,Bluff Hill,Hawke's Bay,Maori,235,197,170, 838 , 723 
213400,Hospital Hill,Hawke's Bay,Maori,263,213,177, 810 , 673 
213500,Tamatea West,Hawke's Bay,Maori,359,284,231, 791 , 643 
213500,Tamatea West,Hawke's Bay,Pacific Peoples,45,Masked,36, >950 , 800 
213600,Tamatea North,Hawke's Bay,Maori,411,338,266, 822 , 647 
213700,Taradale Central,Hawke's Bay,Maori,284,240,209, 845 , 736 
213800,Tamatea East,Hawke's Bay,Maori,384,289,230, 753 , 599 
213900,Marewa West,Hawke's Bay,Maori,195,158,134, 810 , 687 
214000,Greenmeadows Central,Hawke's Bay,Maori,106,Masked,95, >950 , 896 
214100,Onekawa Central,Hawke's Bay,Maori,205,185,151, 902 , 737 
214200,Pirimai West,Hawke's Bay,Maori,278,244,201, 878 , 723 
214300,Napier Central,Hawke's Bay,Maori,130,123,93, 946 , 715 
214400,Greenmeadows South,Hawke's Bay,Maori,320,269,210, 841 , 656 
214500,Nelson Park,Hawke's Bay,Maori,319,252,208, 790 , 652 
214600,Bledisloe Park,Hawke's Bay,Maori,239,225,199, 941 , 833 
214700,Pirimai East,Hawke's Bay,Maori,450,386,293, 858 , 651 
214700,Pirimai East,Hawke's Bay,Pacific Peoples,55,50,43, 909 , 782 
214800,Onekawa East,Hawke's Bay,Maori,495,355,263, 717 , 531 
214800,Onekawa East,Hawke's Bay,Pacific Peoples,71,Masked,49, >950 , 690 
214900,Tareha Reserve,Hawke's Bay,Maori,333,310,260, 931 , 781 
214900,Tareha Reserve,Hawke's Bay,Pacific Peoples,40,36,35, 900 , 875 
215000,Marewa East,Hawke's Bay,Maori,995,760,567, 764 , 570 
215000,Marewa East,Hawke's Bay,Pacific Peoples,102,75,63, 735 , 618 
215100,Onekawa South,Hawke's Bay,Maori,940,714,535, 760 , 569 
215100,Onekawa South,Hawke's Bay,Pacific Peoples,119,111,95, 933 , 798 
215200,McLean Park,Hawke's Bay,Maori,388,319,268, 822 , 691 
215200,McLean Park,Hawke's Bay,Pacific Peoples,42,36,31, 857 , 738 
215300,Maraenui,Hawke's Bay,Maori,1566,1148,798, 733 , 510 
215300,Maraenui,Hawke's Bay,Pacific Peoples,348,298,273, 856 , 784 
215400,Meeanee-Awatoto,Hawke's Bay,Maori,309,Masked,274, >950 , 887 
215400,Meeanee-Awatoto,Hawke's Bay,Pacific Peoples,59,Masked,Masked, >950 , >950 
215500,Mangaonuku,Hawke's Bay,Maori,122,110,101, 902 , 828 
215600,Makaretu,Hawke's Bay,Maori,319,288,242, 903 , 759 
215700,Waipawa,Hawke's Bay,Maori,337,299,240, 887 , 712 
215700,Waipawa,Hawke's Bay,Pacific Peoples,44,37,32, 841 , 727 
215800,Waipukurau West,Hawke's Bay,Maori,511,421,347, 824 , 679 
215900,Mangarara,Hawke's Bay,Maori,347,312,263, 899 , 758 
216000,Waipukurau East,Hawke's Bay,Maori,366,315,253, 861 , 691 
216100,Taurekaitai,Hawke's Bay,Maori,267,222,192, 831 , 719 
216300,Spotswood,Taranaki,Maori,659,513,396, 778 , 601 
216300,Spotswood,Taranaki,Pacific Peoples,81,64,51, 790 , 630 
216400,Omata,Taranaki,Maori,49,46,43, 939 , 878 
216500,Oakura,Taranaki,Maori,79,74,63, 937 , 797 
216600,Moturoa,Taranaki,Maori,226,190,150, 841 , 664 
216700,Kaitake,Taranaki,Maori,142,109,84, 768 , 592 
216800,Blagdon-Lynmouth,Taranaki,Maori,348,278,236, 799 , 678 
216800,Blagdon-Lynmouth,Taranaki,Pacific Peoples,57,53,48, 930 , 842 
216900,Kawaroa,Taranaki,Maori,218,187,151, 858 , 693 
217000,New Plymouth Central,Taranaki,Maori,110,Masked,98, >950 , 891 
217100,Marfell,Taranaki,Maori,447,319,252, 714 , 564 
217200,Whalers Gate,Taranaki,Maori,113,102,88, 903 , 779 
217300,Strandon,Taranaki,Maori,180,149,123, 828 , 683 
217400,Westown ,Taranaki,Maori,565,437,356, 773 , 630 
217400,Westown ,Taranaki,Pacific Peoples,65,57,49, 877 , 754 
217500,Bell Block West,Taranaki,Maori,522,413,341, 791 , 653 
217500,Bell Block West,Taranaki,Pacific Peoples,74,59,50, 797 , 676 
217600,Bell Block East,Taranaki,Maori,278,244,199, 878 , 716 
217600,Bell Block East,Taranaki,Pacific Peoples,55,50,42, 909 , 764 
217800,Lower Vogeltown,Taranaki,Maori,288,238,207, 826 , 719 
217800,Lower Vogeltown,Taranaki,Pacific Peoples,45,39,34, 867 , 756 
217900,Hurdon,Taranaki,Maori,192,168,145, 875 , 755 
218000,Frankleigh Park,Taranaki,Maori,265,209,171, 789 , 645 
218100,Merrilands,Taranaki,Maori,283,246,198, 869 , 700 
218100,Merrilands,Taranaki,Pacific Peoples,46,Masked,38, >950 , 826 
218200,Ferndale,Taranaki,Maori,54,36,32, 667 , 593 
218300,Welbourn,Taranaki,Maori,303,264,221, 871 , 729 
218400,Fitzroy-Glen Avon,Taranaki,Maori,349,313,250, 897 , 716 
218400,Fitzroy-Glen Avon,Taranaki,Pacific Peoples,42,Masked,Masked, >950 , >950 
218500,Waitara West,Taranaki,Maori,1222,871,661, 713 , 541 
218500,Waitara West,Taranaki,Pacific Peoples,65,58,51, 892 , 785 
218600,Upper Vogeltown,Taranaki,Maori,186,170,148, 914 , 796 
218700,Highlands Park (New Plymouth District),Taranaki,Maori,139,Masked,126, >950 , 906 
218800,Paraite,Taranaki,Maori,53,Masked,50, >950 , 943 
218900,Waitara East,Taranaki,Maori,888,682,560, 768 , 631 
218900,Waitara East,Taranaki,Pacific Peoples,48,44,33, 917 , 688 
219000,Lepperton-Brixton,Taranaki,Maori,202,174,145, 861 , 718 
219100,Mangorei,Taranaki,Maori,77,47,40, 610 , 519 
219200,Mount Messenger,Taranaki,Maori,92,76,58, 826 , 630 
219300,Mangaoraka,Taranaki,Maori,86,Masked,72, >950 , 837 
219400,Tikorangi,Taranaki,Maori,247,191,149, 773 , 603 
219500,Everett Park,Taranaki,Maori,138,121,97, 877 , 703 
219600,Inglewood,Taranaki,Maori,296,255,206, 861 , 696 
219800,Pembroke,Taranaki,Maori,81,58,50, 716 , 617 
220000,Toko,Taranaki,Maori,49,35,30, 714 , 612 
220100,Stratford North,Taranaki,Maori,144,124,105, 861 , 729 
220300,Stratford Central,Taranaki,Maori,190,150,122, 789 , 642 
220400,Stratford South,Taranaki,Maori,202,161,128, 797 , 634 
220500,Cape Egmont,Taranaki,Maori,338,282,222, 834 , 657 
220600,Taungatara,Taranaki,Maori,122,88,68, 721 , 557 
220700,Opunake,Taranaki,Maori,348,289,252, 830 , 724 
220800,Kaponga-Mangatoki,Taranaki,Maori,95,Masked,79, >950 , 832 
220900,Manaia-Kapuni,Taranaki,Maori,341,298,240, 874 , 704 
221000,Eltham,Taranaki,Maori,345,274,221, 794 , 641 
221100,Okaiawa,Taranaki,Maori,170,146,124, 859 , 729 
221200,Te Roti-Moeroa,Taranaki,Maori,61,50,43, 820 , 705 
221300,Egmont Showgrounds,Taranaki,Maori,191,Masked,169, >950 , 885 
221400,Normanby-Tawhiti,Taranaki,Maori,342,287,246, 839 , 719 
221500,Ohangai,Taranaki,Maori,54,47,38, 870 , 704 
221600,Turuturu,Taranaki,Maori,330,303,246, 918 , 745 
221700,King Edward Park,Taranaki,Maori,253,221,180, 874 , 711 
221800,Ramanui,Taranaki,Maori,345,319,266, 925 , 771 
221900,Hawera Central,Taranaki,Maori,456,376,308, 825 , 675 
222000,Mangawhio,Taranaki,Maori,63,52,41, 825 , 651 
222100,Manutahi-Waitotora,Taranaki,Maori,362,305,247, 843 , 682 
222200,Patea,Taranaki,Maori,428,400,318, 935 , 743 
222300,Otangiwai-Ohura,Waikato,Maori,214,122,94, 570 , 439 
222400,Ngapuke,Waikato,Maori,329,239,185, 726 , 562 
222500,Taumarunui North,Waikato,Maori,560,423,334, 755 , 596 
222600,Taumarunui Central,Waikato,Maori,532,435,352, 818 , 662 
222700,Taumarunui East,Waikato,Maori,727,495,382, 681 , 525 
222800,National Park,Waikato,Maori,130,109,84, 838 , 646 
222900,Tangiwai,Whanganui,Maori,285,238,187, 835 , 656 
223000,Raetihi,Whanganui,Maori,522,370,271, 709 , 519 
223100,Ohakune,Whanganui,Maori,280,206,174, 736 , 621 
223200,Waiouru,Whanganui,Maori,174,155,126, 891 , 724 
223300,Upper Whanganui,Whanganui,Maori,339,272,230, 802 , 678 
223400,Mowhanau,Whanganui,Maori,119,105,91, 882 , 765 
223500,Brunswick-Papaiti,Whanganui,Maori,90,75,66, 833 , 733 
223600,Castlecliff West,Whanganui,Maori,455,324,250, 712 , 549 
223700,Otamatea (Whanganui District),Whanganui,Maori,78,Masked,71, >950 , 910 
223800,Castlecliff East,Whanganui,Maori,660,470,367, 712 , 556 
223800,Castlecliff East,Whanganui,Pacific Peoples,59,56,48, 949 , 814 
224000,Lower Aramoho,Whanganui,Maori,476,363,285, 763 , 599 
224100,St Johns Hill East,Whanganui,Maori,69,Masked,63, >950 , 913 
224200,St Johns Hill West,Whanganui,Maori,200,177,148, 885 , 740 
224300,Titoki,Whanganui,Maori,857,695,544, 811 , 635 
224300,Titoki,Whanganui,Pacific Peoples,108,88,75, 815 , 694 
224400,Springvale West,Whanganui,Maori,188,155,130, 824 , 691 
224500,Springvale East,Whanganui,Maori,152,131,115, 862 , 757 
224600,Upper Aramoho,Whanganui,Maori,504,407,341, 808 , 677 
224700,Balgownie,Whanganui,Maori,40,36,31, 900 , 775 
224800,Laird Park,Whanganui,Maori,575,394,313, 685 , 544 
224800,Laird Park,Whanganui,Pacific Peoples,66,53,51, 803 , 773 
224900,Wembley Park,Whanganui,Maori,624,438,344, 702 , 551 
225000,College Estate,Whanganui,Maori,200,162,137, 810 , 685 
225100,Whanganui East-Williams Domain,Whanganui,Maori,397,308,244, 776 , 615 
225200,Gonville West,Whanganui,Maori,631,438,335, 694 , 531 
225200,Gonville West,Whanganui,Pacific Peoples,61,50,44, 820 , 721 
225300,Gonville North,Whanganui,Maori,559,418,333, 748 , 596 
225300,Gonville North,Whanganui,Pacific Peoples,95,79,73, 832 , 768 
225400,Cornmarket,Whanganui,Maori,253,177,150, 700 , 593 
225500,Whanganui East-Riverlands,Whanganui,Maori,363,302,250, 832 , 689 
225600,Kaitoke-Fordell,Whanganui,Maori,284,141,102, 496 , 359 
225700,Whanganui Central,Whanganui,Maori,135,120,100, 889 , 741 
225800,Gonville South,Whanganui,Maori,370,313,259, 846 , 700 
225800,Gonville South,Whanganui,Pacific Peoples,61,46,40, 754 , 656 
225900,Bastia-Durie Hill,Whanganui,Maori,257,217,180, 844 , 700 
226000,Putiki,Whanganui,Maori,185,162,143, 876 , 773 
226100,Mokai Patea,Whanganui,Maori,267,235,211, 880 , 790 
226300,Turakina,Whanganui,Maori,412,380,336, 922 , 816 
226400,Otairi,Whanganui,Maori,167,119,103, 713 , 617 
226500,Taihape,Whanganui,Maori,592,472,395, 797 , 667 
226600,Marton Rural,Whanganui,Maori,57,51,46, 895 , 807 
226700,Marton North,Whanganui,Maori,419,320,270, 764 , 644 
226700,Marton North,Whanganui,Pacific Peoples,122,112,102, 918 , 836 
226800,Parewanui,Whanganui,Maori,78,62,55, 795 , 705 
226900,Marton South,Whanganui,Maori,507,404,335, 797 , 661 
226900,Marton South,Whanganui,Pacific Peoples,151,115,102, 762 , 675 
227000,Bulls,Whanganui,Maori,344,294,243, 855 , 706 
227000,Bulls,Whanganui,Pacific Peoples,87,65,57, 747 , 655 
227100,Kiwitea,MidCentral,Maori,118,90,77, 763 , 653 
227200,Tokorangi,MidCentral,Maori,187,174,151, 930 , 807 
227300,Ohakea-Sanson,MidCentral,Maori,123,114,98, 927 , 797 
227400,Oroua Downs,MidCentral,Maori,113,Masked,104, >950 , 920 
227500,Awahuri,MidCentral,Maori,158,Masked,126, >950 , 797 
227600,Pohangina-Apiti,MidCentral,Maori,57,51,46, 895 , 807 
